"";"IDU";"PMID";"study.name";"author_name";"type_Obsv_0_trial_1";"mono0_multi1";"published";"number_follow_up";"d_adm_dis";"rehosp_30_all.cause_all";"death_30_all";"rehosp_365";"death_365";"number_ttt";"all_gender_male";"TIME";"EF_all";"HF_all_n";"all_HT_n";"all_DM_n";"all_CAD.IHD_n";"all_COPD_n";"all_Afib_n";"all_ACE_ARB_adm_n";"all_ACE_ARB_adm_rate";"A_all_diuretic_n";"A_all_diuretic_rate";"A_all_digoxin_n";"A_all_digoxin_rate";"A_all_B_n";"A_all_B_rate";"SBP_all";"AGE_all";"HR_all";"all_gender_male_rate";"country1";"country2";"country3";"country4";"country5";"country6";"country7";"country8";"country9";"country10";"country11";"country12";"country13";"country14";"country15";"country16";"country17";"country18";"country19";"country20";"country21";"country22";"country23";"country24";"country25";"country26";"country27";"country28";"country29";"country30";"country31";"continent";"multicontinent"
"94";"20156940_Harjola";20156940;"Characteristics, outcomes, and predictors of mortality at 3 months and 1 year in patients hospitalized for acute heart failure.";"Harjola";0;1;2010;2475;"1";NA;NA;NA;542;2981;1836;2004;38,4;1860,14;1851,2;986,71;986,71;566,39;1150,67;NA;NA;NA;NA;NA;NA;NA;NA;138;71,7;NA;0,61590070446159;"Iran";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"95";"20196990_Belziti";20196990;"Worsening Renal Function in Patients Admitted With Acute Decompensated Heart Failure: Incidence, Risk Factors and Prognostic Implications";"Belziti";0;0;2010;200;"0";NA;NA;34;37;200;114;2006;NA;NA;NA;48;76;24;42;144;0,72;196;0,98;40;0,2;142;0,71;118;78;NA;0,57;"UK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"96";"20498608_Davidson";20498608;"Can a heart failure-specific cardiac rehabilitation program decrease hospitalizations and improve outcomes in high-risk patients?";"Davidson";1;0;2010;105;"0";NA;NA;59;15;105;65;2001;NA;NA;78,01;27,98;NA;12,59;56,02;81,55;0,776666666666667;NA;NA;40,36;0,384380952380952;54,5;0,519047619047619;NA;72,7390476190476;NA;0,619047619047619;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"97";"20550660_Di_Somma";20550660;"In-hospital percentage BNP reduction is highly predictive for adverse events in patients admitted for acute heart failure: the Italian RED Study.";"Di_Somma";0;1;2010;247;"1";NA;1;NA;NA;247;118;2006;45;NA;172,9;71,63;111,15;NA;108,68;NA;NA;NA;NA;NA;NA;NA;NA;143;76;91;0,477732793522267;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"98";"20825901_Frontin";20825901;"Continuous positive airway pressure for cardiogenic pulmonary edema: a randomized study.";"Frontin";1;0;2011;122;"0";NA;13;NA;NA;122;52;2007;NA;NA;70;NA;29,98;NA;15,02;NA;NA;NA;NA;NA;NA;NA;NA;167,024590163934;79,3491803278688;108,852459016393;0,426229508196721;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"99";"20825913_Peacock";20825913;"Hypertensive heart failure: patient characteristics, treatment, and outcomes";"Peacock";0;1;2011;302;"0";79;14;NA;NA;302;157;2008;50;154,02;286,9;132,88;NA;51,34;NA;147,98;0,49;126,84;0,42;NA;NA;166,1;0,55;210;59;NA;0,519867549668874;"Japan";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"100";"20940649_Amarasingham";20940649;"An automated model to identify heart failure patients at risk for 30-day readmission or death using electronic medical record data.";"Amarasingham";0;0;2010;1372;"1";331;43;NA;NA;1372;834;2008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;56,5;NA;0,607871720116618;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"101";"21080863_Svensson";21080863;"
Change in blood pressure during hospitalisation for acute heart failure predicts mortality";"Svensson";0;0;2010;208;"1";NA;NA;NA;69;208;104;2004;NA;35,36;45,76;49,92;97,76;NA;89,44;72,8;0,35;141,44;0,68;27,04;0,13;122,72;0,59;145;77;NA;0,5;"Botswana";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Africa";NA
"102";"21477872_Delgado_Parada";21477872;"Mortality and functional evolution at one year after hospital admission due to heart failure (HF) in elderly patients.";"Delgado_Parada";0;0;2011;159;"1";NA;NA;NA;52;159;65;2007;48,6333333333333;NA;127,95;45,95;NA;43,03;87,98;91,06;0,572704402515723;146,97;0,924339622641509;62,96;0,395974842767296;34,02;0,213962264150943;NA;84,5333333333333;NA;0,408805031446541;"Switzerland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"103";"21641150_Karasek";21641150;"Acute heart failure registry from high-volume university hospital ED: comparing European and US data";"Karasek";0;0;2012;199;"0";NA;41;NA;NA;202;103;2005;38;44,04;119,99;90,09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;139;75;101;0,50990099009901;"Slovenia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"104";"21697728_Fedele";21697728;"Cost-effectiveness of Levosimendan in Patients With Acute Heart Failure";"Fedele";0;0;2011;292;"0";NA;13;32;NA;292;229;2008;NA;NA;NA;82,42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66,9931506849315;NA;0,784246575342466;"Switzerland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"105";"21732835_O_Connor";21732835;"Effect of Nesiritide in Patients
with Acute Decompensated Heart Failure";"O_Connor";1;1;2011;7007;"0";NA;266;NA;NA;7007;4614;2008;NA;2725,81;5059,12;NA;4214,81;NA;2631,15;4256,91;0,607522477522477;6663,68;0,951003282431854;1863,85;0,265998287426859;4074,68;0,581515627229913;124;67;82;0,658484372770087;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"106";"21799419_Miro_(a)";21799419;"Multicentric investigation of survival after Spanish emergency department discharge for acute heart failure";"Miro_(a)";0;1;2012;543;"1";NA;16;NA;NA;543;256;2008;NA;373,04;438,74;238,38;173,76;NA;261,18;311,68;0,573996316758748;NA;NA;NA;NA;186,79;0,343996316758748;NA;NA;NA;0,471454880294659;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"107";"21799419_Miro_(b)";21799419;"Multicentric investigation of survival after Spanish emergency department discharge for acute heart failure";"Miro_(b)";0;1;2012;1116;"1";NA;59;NA;NA;1116;523;2008;NA;807,98;917,35;464,26;348,19;NA;510,01;642,82;0,576003584229391;NA;NA;NA;NA;321,41;0,288001792114695;NA;NA;NA;0,468637992831541;"France";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"108";"21906204_Peacock";21906204;"Short-term mortality risk in emergency department acute heart failure";"Peacock";0;0;2011;466;"0";NA;31;NA;NA;466;273;2008;40;325,27;372,33;180,34;232,53;103,45;NA;NA;NA;NA;NA;NA;NA;NA;NA;141;70,8;88;0,585836909871245;"Austria";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"109";"21984121_Arenja";21984121;"Risk stratification for 1-year mortality in acute heart failure";"Arenja";0;0;2011;610;"1";NA;NA;NA;201;610;329;2004;NA;NA;433,1;183;NA;152,5;NA;463,6;0,76;500,2;0,82;54,9;0,09;372,1;0,61;139;82;91;0,539344262295082;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"110";"22082878_Cikrikcioglu";22082878;"Absolute blood eosinophil count and 1-year mortality risk following hospitalization with acute heart failure";"Cikrikcioglu";0;0;2012;176;"1";NA;NA;NA;63;176;91;2009;NA;120,03;NA;NA;NA;NA;NA;65,02;0,369431818181818;136,04;0,772954545454545;38,04;0,216136363636364;52,98;0,301022727272727;NA;68,7454545454545;NA;0,517045454545455;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"111";"22158534_Hsiao";22158534;"Validating the acute heart failure index for patients presenting to the emergency department with decompensated heart failure.";"Hsiao";0;0;2012;259;"0";NA;12;NA;NA;259;132;2008;NA;NA;NA;116,55;145,04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;NA;0,50965250965251;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"112";"22167320_Metra";22167320;"Is worsening renal function an ominous prognostic sign in patients with acute heart failure? The role of congestion and its interaction with renal function.";"Metra";0;0;2012;593;"1";NA;NA;NA;78;594;440;2007;33,3;392,04;314,82;207,9;NA;118,8;213,84;451,44;0,76;588,06;0,99;NA;NA;356,4;0,6;128,7;69,1;82;0,740740740740741;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"113";"22747708_Zhou";22747708;"Acute and acute-on-chronic kidney injury of
patients with decompensated heart failure:
impact on outcomes";"Zhou";0;0;2012;885;"1";NA;NA;201;NA;1005;625;2006;NA;NA;485,42;367,83;505,52;NA;288,44;NA;NA;NA;NA;NA;NA;NA;NA;130;63;NA;0,621890547263682;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"114";"22778174_Erdmann";22778174;"Cinaciguat, a soluble guanylate cyclase activator, unloads the heart but also causes hypotension in acute decompensated heart failure";"Erdmann";1;1;2012;148;"0";12;5;NA;NA;148;126;2008;NA;148;NA;37,98;NA;NA;NA;128,98;0,871486486486486;139,95;0,945608108108108;NA;NA;121,03;0,81777027027027;123;61,6554054054054;79,5878378378378;0,851351351351351;"Argentina";"Bulgaria";"Canada";"Czech.Republic";"Germany";"Hungary";"Israel";"Poland";"Romania";"Russia";"Slovakia";"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"South_America";"Yes"
"115";"22858077_Konishi";22858077;"Progression of hyponatremia is associated with increased cardiac mortality in patients hospitalized for acute decompensated heart failure.";"Konishi";0;0;2012;531;"1";NA;NA;NA;65;531;400;2009;39,8278719397363;126,69;394,47;177,51;344,38;11,38;124,4;NA;NA;NA;NA;NA;NA;NA;NA;142,386064030132;67,286252354049;86,628813559322;0,753295668549906;"Austria";"Bosnia.and.Herzegovina";"Bulgaria";"Czech.Republic";"Egypt";"France";"Greece";"Hungary";"Israel";"Italy";"Latvia";"Lithuania";"Poland";"Portugal";"Romania";"Serbia";"Slovakia";"Slovenia";"Spain";"Sweden";"Turkey";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";"Yes"
"116";"23054408_Vaclavik";23054408;"ECG in patients with acute heart failure can predict in-hospital and long-term mortality.";"Vaclavik";0;1;2014;3627;"1";NA;NA;NA;892;4153;2392;2008;37;1731,8;3035,84;1769,18;NA;672,79;NA;1972,68;0,475001203948953;2284,15;0,55;701,86;0,169000722369372;2118,03;0,51;135;73,8;90;0,575969178906814;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"117";"23141816_Teerlink";23141816;"Serelaxin, recombinant human relaxin-2, for treatment of acute heart failure (RELAX-AHF): a randomised, placebo-controlled trial.";"Teerlink";1;1;2013;1161;"0";NA;31;NA;NA;1161;726;2010;38,6500430663221;394,77;1004,25;551,48;603,71;179,96;603,71;632,74;0,544995693367786;NA;NA;232,21;0,200008613264427;795,27;0,684987080103359;142,150043066322;72,0496124031008;79,649354005168;0,625322997416021;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"118";"23476054_Tavazzi";23476054;"Multicenter prospective observational study on acute and chronic heart failure: one-year follow-up results of IN-HF (Italian Network on Heart Failure) outcome registry.";"Tavazzi";0;1;2013;1855;"0";NA;NA;569;445;1855;1113;2008;NA;853,3;1075,9;742;NA;556,5;704,9;NA;NA;NA;NA;NA;NA;NA;NA;134;72;90;0,6;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"119";"23478743_Gheorghiade";23478743;"Effect of aliskiren on postdischarge mortality and heart failure readmissions among patients hospitalized for heart failure: the ASTRONAUT randomized trial";"Gheorghiade";1;1;2013;1615;"0";NA;NA;NA;292;1615;1247;2010;27,9;1083,66;1225,79;662,15;881,79;308,47;676,68;1359,83;0,842;1548,78;0,958996904024768;628,24;0,389003095975232;1332,38;0,825003095975232;123,250092879257;64,6;77,9;0,772136222910217;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"120";"23537547_Maggioni";23537547;"EURObservational Research Programme: regional differences and 1-year follow-up results of the Heart Failure Pilot Survey (ESC-HF Pilot)";"Maggioni";0;1;2013;1892;"0";NA;NA;831;329;1892;1185;2010;38,3;NA;1169,26;664,09;NA;287,58;826,8;1447,68;0,765158562367865;NA;NA;NA;NA;1494,88;0,790105708245243;133;69,0438689217759;88;0,626321353065539;"China";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"121";"23759684_Golcuk";23759684;"Predictive cutoff point of admission N-terminal pro-B-type natriuretic peptide testing in the ED for prognosis of patients with acute heart failure";"Golcuk";0;0;2013;100;"0";NA;21;NA;53;100;50;2008;NA;NA;66;22;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;144,855;70,793;100,624;0,5;"India";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Asia";NA
"122";"23910589_Manzano_Fernandez";23910589;"Comparison of risk prediction with the CKD-EPI and MDRD equations in acute decompensated heart failure";"Manzano_Fernandez";0;1;2012;526;"0";NA;NA;NA;132;526;237;2008;52;NA;431,32;268,26;NA;142,02;305,08;NA;NA;NA;NA;NA;NA;NA;NA;144;76;96;0,450570342205323;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"123";"24477201_Di_Somma";24477201;"Additive diagnostic and prognostic value of bioelectrical impedance vector analysis (BIVA) to brain natriuretic peptide 'grey-zone' in patients with acute heart failure in the emergency department.";"Di_Somma";0;1;2014;270;"0";69;28;NA;NA;270;142;2011;NA;139,86;211,95;100,98;109,89;85,05;86,94;NA;NA;NA;NA;NA;NA;NA;NA;140;77;86;0,525925925925926;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"124";"24485633_Triposkiadis";24485633;"Efficacy and safety of high dose versus low dose furosemide with or without dopamine infusion: the Dopamine in Acute Decompensated Heart Failure II (DAD-HF II) trial.";"Triposkiadis";1;1;2014;161;"1";NA;NA;NA;56;161;87;2010;32;106,89;131,6;77,76;83,39;NA;66,03;105,04;0,652422360248447;120,97;0,751366459627329;21,21;0,131739130434783;98,16;0,609689440993789;165,754716981132;77,6894409937888;89,7763975155279;0,540372670807453;"Netherlands";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"125";"25080512_Nunez";25080512;"Early serum creatinine changes and outcomes in patients admitted for acute heart failure: the cardio-renal syndrome revisited.";"Nunez";0;0;2017;705;NA;NA;NA;NA;114;705;361;2011;47,8246808510638;180,06;561;330,01;NA;NA;289,01;196,78;0,279120567375887;420,17;0,595985815602837;NA;NA;311,14;0,441333333333333;148,285106382979;72,9872340425532;96,531914893617;0,512056737588652;"Spain";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"126";"25097621_Ruan";25097621;"Cystatin C, N-terminal probrain natriuretic peptides and outcomes in acute heart failure with acute kidney injury in a 12-month follow-up: Insights into the cardiorenal syndrome.";"Ruan";0;0;2014;162;"1";NA;NA;NA;45;162;87;2011;39,13;NA;67;46,98;75,01;NA;49,99;126;0,777777777777778;85;0,524691358024691;NA;NA;100,93;0,623024691358025;148,92;51,86;NA;0,537037037037037;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"127";"25150587_Takaya";25150587;"Impact of onset time of acute kidney injury on outcomes in patients with acute decompensated heart failure";"Takaya";0;0;2014;371;NA;NA;NA;NA;55;371;223;2008;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;73;NA;0,601078167115903;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"128";"25469731_Aramburu_Bodas";25469731;"Relationship between osteoprotegerin and mortality in decompensated heart failure with preserved ejection fraction.";"Aramburu_Bodas";0;0;2015;177;NA;NA;NA;NA;43;177;55;2010;58,7;NA;155,05;95,05;35,58;53,98;91,86;96,95;0,54774011299435;NA;NA;NA;NA;66,91;0,378022598870056;NA;75,7;NA;0,310734463276836;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"129";"25534479_de_Miguel_Yanes";25534479;"First plasma glucose value after urgent admission and in-hospital mortality in acutely decompensated heart failure.";"de_Miguel_Yanes";0;1;2015;788;NA;82;NA;NA;NA;788;294;2011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83,3;NA;0,373096446700508;"Sweden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"130";"25572328_Sud";25572328;"Presentation blood glucose and death, hospitalization, and future diabetes risk in patients with acute heart failure syndromes.";"Sud";0;1;2015;16524;"0";NA;1352;NA;NA;16524;8115;2006;NA;NA;10347,41;NA;8637,01;3657,88;4860,84;9311,93;0,56353969983055;8497,26;0,514237472766885;3063,34;0,185387315419995;7496,22;0,453656499636892;141;78,8065238441055;87,1226095376422;0,491103848946986;"Egypt";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Africa";NA
"131";"25636743_Khayat";25636743;"Sleep disordered breathing and post-discharge mortality in patients with acute heart failure";"Khayat";0;0;2015;1117;"1";NA;35;NA;181;1117;801;2008;26,0249776186213;NA;700,62;457,97;740,3;NA;544,31;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,0344673231871;NA;0,717099373321397;"UK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"132";"25662471_Caetano";25662471;"Continuous infusion or bolus injection of loop diuretics for patients admitted for severe acute heart failure: is one strategy better than the other?";"Caetano";0;0;2014;110;NA;NA;11;NA;36;110;85;2011;32,4;NA;75,02;33,99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;119,854545454545;68,5;NA;0,772727272727273;"Italy";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"133";"25739882_Sulaiman";25739882;"Clinical characteristics, management, and outcomes of acute heart failure patients: observations from the Gulf acute heart failure registry (Gulf CARE).";"Sulaiman";0;1;2015;5005;NA;NA;NA;NA;1012;5005;3131;2012;35;2727,72;3053,05;2502,5;2352,35;NA;600,6;2152,15;0,43;2902,9;0,58;850,85;0,17;2202,2;0,44;137;59;97;0,625574425574426;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"134";"25854896_Santas";25854896;"Tricuspid Regurgitation and Mortality Risk Across Left Ventricular Systolic Function in Acute Heart Failure";"Santas";0;0;2015;1842;"0";NA;NA;NA;370;1842;903;2008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;72,8;NA;0,490228013029316;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"135";"25965613_Kajimoto";25965613;"Association of age and baseline systolic blood pressure with outcomes in patients hospitalized for acute heart failure syndromes.";"Kajimoto";0;1;2015;4828;"0";NA;NA;NA;821;4828;2800;2009;NA;NA;3355,46;1631,86;NA;593,84;1738,08;2293,3;0,475;2235,36;0,462999171499586;613,16;0,127000828500414;1631,86;0,337999171499586;145,4;73;98,4;0,579950289975145;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"136";"25982671_Okayama";25982671;"Thyroid function on admission and outcome in patients hospitalized for acute decompensated heart failure.";"Okayama";0;0;2015;270;"0";NA;NA;NA;52;270;185;2010;NA;NA;160,92;110;NA;29,95;106,91;121,08;0,448444444444444;137,11;0,507814814814815;59,05;0,218703703703704;129,02;0,477851851851852;135,747777777778;67,3522222222222;93,37;0,685185185185185;"Poland";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
"137";"26037295_Reynolds";26037295;"Relation of Acute Heart Failure Hospital Length of Stay to Subsequent Readmission and All-Cause Mortality.";"Reynolds";0;1;2015;19927;"0";4145;1255;11956;5121;19927;10541;2010;NA;11378,32;17077,44;9325,84;9046,86;NA;NA;9206,27;0,461999799267326;9385,62;0,471000150549506;2012,63;0,101000150549506;10003,35;0,501999799267326;130;73,9;75;0,52898077984644;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"138";"26150730_Palmer";26150730;"Association of persistent and transient worsening renal function with mortality risk, readmissions risk, length of stay, and costs in patients hospitalized with acute heart failure";"Palmer";0;1;2015;55436;"1";NA;3849;NA;4905;55436;25999;2010;NA;NA;NA;NA;NA;NA;NA;23671,17;0,426999963922361;39415;0,711000072155278;NA;NA;43184,64;0,778999927844722;NA;72,4;NA;0,468991269211343;"USA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"139";"26410603_Sharma";26410603;"Outcomes and worsening renal function in patients hospitalized with heart failure with preserved ejection fraction.";"Sharma";0;0;2015;206;"1";NA;NA;117;27;206;78;2012;NA;NA;183,34;115,36;37,08;NA;51,5;88,58;0,43;152,44;0,74;6,18;0,03;115,36;0,56;150;63;NA;0,378640776699029;"New.Zealand";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Oceania";NA
"140";"26449993_Collins";26449993;"Identification of Emergency Department Patients With Acute Heart Failure at Low Risk for 30-Day Adverse Events: The STRATIFY Decision Tool.";"Collins";0;1;2015;1015;"0";NA;43;NA;NA;1033;590;2009;NA;764,42;847,06;340,89;NA;NA;NA;454,52;0,44;712,77;0,69;NA;NA;681,78;0,66;144;64;88;0,571151984511133;"Canada";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"North_America";NA
"141";"26506831_Fabbri";26506831;"Acute heart failure in the emergency department: a follow-up study.";"Fabbri";0;1;2015;1234;NA;NA;123;NA;618;1234;541;2012;45;562,7;NA;324,54;NA;445,47;NA;NA;NA;NA;NA;NA;NA;NA;NA;130;84;NA;0,438411669367909;"Sweden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Europe";NA
