PMID;study.name;author_name;type_Obsv_0_trial_1;mono0_multi1;start;end;published;number_follow_up;number_1_follow_up;number_2_follow_up;number_3_follow_up;number_4_follow_up;number_5_follow_up;number_6_follow_up;d_adm_dis;rehosp_30_all.cause_all;rehosp_30_all.cause_all_.;rehosp_30_all.cause_1;rehosp_30_all.cause_1_.;rehosp_30_all.cause_2;rehosp_30_all.cause_2_.;rehosp_30_all.cause_3;rehosp_30_all.cause_3_.;rehosp_30_all.cause_4;rehosp_30_all.cause_4_.;rehosp_30_all.cause_5;rehosp_30_all.cause_5_.;death_30_all;death_30_all_.;death_30_1;death_30_1_.;death_30_2;death_30_2_.;death_30_3;death_30_3_.;death_30_4;death_30_4_.;death_30_5;death_30_5_.;death_30_6;death_30_6_.;rehosp_365;rehosp_365_.;rehosp_365_1;rehosp_365_1_.;rehosp_365_2;rehosp_365_2_.;rehosp_365_3;rehosp_365_3_.;rehosp_365_4;rehosp_365_4_.;death_365;death_365_.;death_365_1;death_365_1_.;death_365_2;death_365_2_.;death_365_3;death_365_3_.;death_365_4;death_365_4_.;death_365_5;death_365_5_.;death_365_6;death_365_6_.;number_ttt;number_1_ttt;number_2_ttt;number_3_ttt;number_4_ttt;number_5_ttt;number_6_ttt;A_all_ACE;A_ACE_1;A_ACE_2;A_ACE_3;A_ACE_4;A_ACE_5;A_ACE_6;A_all_ARB;A_ARB_1;A_ARB_2;A_ARB_3;A_ARB_4;A_ARB_5;A_all_ACE_ARB;A_ACE_ARB_1;A_ACE_ARB_2;A_ACE_ARB_3;A_ACE_ARB_4;A_ACE_ARB_5;A_all_B;A_B_1;A_B_2;A_B_3;A_B_4;A_B_5;A_B_6;A_all_diuretic;A_diuretic_1;A_diuretic_2;A_diuretic_3;A_diuretic_4;A_diuretic_5;A_all_digoxin;A_digoxin_1;A_digoxin_2;A_digoxin_3;A_digoxin_4;A_digoxin_5;all_median_age;median_age_1;median_age_2;median_age_3;median_age_4;all_mean_age_years;mean_age_1;mean_age_2;mean_age_3;mean_age_4;mean_age_5;mean_age_6;all_gender_male;all_gender_male_.;gender_male_1;gender_male_1_.;gender_male_2;gender_male_2_.;gender_male_3;gender_male_3_.;gender_male_4;gender_male_4_.;gender_male_5;gender_male_5_.;gender_male_6;gender_male_6_.;HF_all;HF_1;HF_2;HF_3;HF_4;HF_5;HF_6;all_HT;HT_1;HT_2;HT_3;HT_4;HT_5;HT_6;all_DM;DM_1;DM_2;DM_3;DM_4;DM_5;DM_6;all_COPD;COPD_1;COPD_2;COPD_3;COPD_4;COPD_5;COPD_6;all_Afib;Afib_1;Afib_2;Afib_3;Afib_4;Afib_5;Afib_6;all_CAD.IHD;CAD.IHD_1;CAD.IHD_2;CAD.IHD_3;CAD.IHD_4;CAD.IHD_5;CAD.IHD_6;all_median_SBP;median_SBP_1;median_SBP_2;median_SBP_3;median_SBP_4;median_SBP_5;median_SBP_6;all_mean_SBP;mean_SBP_1;mean_SBP_2;mean_SBP_3;mean_SBP_4;mean_SBP_5;mean_SBP_6;all_median_HR;median_HR_1;median_HR_2;median_HR_3;median_HR_4;median_HR_5;median_HR_6;all_mean_HR;mean_HR_1;mean_HR_2;mean_HR_3;mean_HR_4;mean_HR_5;mean_HR_6;all_median_EF;median_EF_1;median_EF_2;median_EF_3;median_EF_4;all_mean_EF;mean_EF_1;mean_EF_2;mean_EF_3;mean_EF_4;mean_EF_5;mean_EF_6;;;;;;
26096722;Comparison of management and outcomes of ED patients with acute decompensated heart failure between the Canadian and United States’ settings;Lai;0;1;2010;2010;2016;321;156;165;NA;NA;NA;NA;0;NA;NA;NA;20.8;NA;17.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;5.09999999999999;NA;9.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;321;156;165;NA;NA;NA;NA;NA;44.2;37.6;NA;NA;NA;NA;NA;14.7;12.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.7;79.4;NA;NA;NA;NA;NA;73.0999999999999;77;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;76;75.8;NA;NA;NA;NA;NA;NA;NA;54.5;NA;52.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.8;67.3;NA;NA;NA;NA;NA;53.9;69.7;NA;NA;NA;NA;NA;44.9;46.7;NA;NA;NA;NA;NA;18;23.6;NA;NA;NA;NA;NA;37.7999999999999;47.3;NA;NA;NA;NA;NA;53.2;58.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;135.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;44;47.8;NA;NA;NA;NA;;;;;;
23573279;Metabonomics Analysis of Plasma Reveals the Lactate to Cholesterol Ratio as an Independent Prognostic Factor of Short-Term Mortality in Acute Heart Failure;Desmoulin;0;0;2008;2009;2013;126;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;126;NA;NA;NA;NA;NA;NA;32;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33;NA;NA;NA;NA;NA;NA;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;NA;NA;NA;NA;NA;NA;NA;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;58;NA;NA;NA;NA;NA;NA;38;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;52;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35;NA;NA;NA;NA;NA;NA;;;;;;
25253620;Prognostic Value of Serum Parathyroid Hormone Level in  Acute Decompensated Heart Failure;Sugimoto;0;0;2009;2012;2014;266;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65;24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;266;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;53;NA;NA;NA;NA;NA;25;NA;NA;NA;NA;NA;NA;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78;NA;NA;NA;NA;NA;NA;NA;48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;40;NA;NA;NA;NA;NA;NA;76;NA;NA;NA;NA;NA;NA;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;151;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49;NA;NA;NA;NA;NA;NA;;;;;;
28719692;Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge;Dharmarajan_( a );0;1;2008;2008;2017;449135;NA;NA;NA;NA;NA;NA;1;NA;23.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;449135;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.599999999999994;NA;NA;NA;NA;NA;NA;NA;45.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28719692;Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge;Dharmarajan_( b );0;1;2009;2009;2017;450536;NA;NA;NA;NA;NA;NA;1;NA;23.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;450536;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.7;NA;NA;NA;NA;NA;NA;NA;45.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28719692;Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge;Dharmarajan_( c );0;1;2010;2010;2017;441674;NA;NA;NA;NA;NA;NA;1;NA;23.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;441674;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.8;NA;NA;NA;NA;NA;NA;NA;45.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28719692;Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge;Dharmarajan_( d );0;1;2011;2011;2017;425890;NA;NA;NA;NA;NA;NA;1;NA;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.6999999999999993;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;425890;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.900000000000006;NA;NA;NA;NA;NA;NA;NA;45.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28719692;Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge;Dharmarajan_( e );0;1;2012;2012;2017;410057;NA;NA;NA;NA;NA;NA;1;NA;22.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8.8000000000000007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;410057;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.900000000000006;NA;NA;NA;NA;NA;NA;NA;46.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28719692;Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge;Dharmarajan_( f );0;1;2013;2013;2017;400040;NA;NA;NA;NA;NA;NA;1;NA;21.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;400040;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.8;NA;NA;NA;NA;NA;NA;NA;45.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28719692;Association of Changing Hospital Readmission Rates With Mortality Rates After Hospital Discharge;Dharmarajan_( g );0;1;2014;2014;2017;385222;NA;NA;NA;NA;NA;NA;1;NA;21.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9.1999999999999993;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;385222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80.900000000000006;NA;NA;NA;NA;NA;NA;NA;45.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28755175;Regional variation in hospitalisation and mortality in heart failure: comparison of England and Lombardy using multistate modelling;Bottle;0;1;2006;2013;2017;271904;37185;234719;NA;NA;NA;NA;0;NA;NA;2122;6.2;11699;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9858;26.5;92335;39.299999999999997;NA;NA;NA;NA;NA;NA;NA;NA;271904;37185;234719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78.3;78.5;NA;NA;NA;NA;NA;NA;17645;47.5;116949;49.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;43.5;48.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.2;21.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28183728;Prognostic Role of Molecular Forms of B-Type Natriuretic Peptide in Acute Heart Failure;Suzuki;0;0;2006;2011;2017;838;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;227;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;838;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;78;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66;NA;NA;NA;NA;NA;NA;58;NA;NA;NA;NA;NA;NA;34;NA;NA;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;133;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
27914696;Additional predictive value of nutritional status in the prognostic assessment of heart failure patients;La_Rovere;0;0;2008;2010;2017;466;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36;7.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;466;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.3;NA;NA;NA;NA;NA;NA;401;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27;NA;NA;NA;NA;NA;NA;21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;112.8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33.700000000000003;NA;NA;NA;NA;NA;NA;;;;;;
27561195;Comparison of Characteristics and Outcomes of Heart Failure Patients With Preserved Versus Reduced Ejection Fraction in a Multiethnic Southeast Asian Cohort.;MacDonald;0;0;2009;2013;2016;1978;1405;573;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;894;65;354;64;NA;NA;NA;NA;NA;NA;214;17;77;15;NA;NA;NA;NA;NA;NA;NA;NA;1978;1405;573;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;66.7;74.599999999999994;NA;NA;NA;NA;NA;NA;NA;67;NA;37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;69;82;NA;NA;NA;NA;NA;55;46;NA;NA;NA;NA;NA;10;8.6;NA;NA;NA;NA;NA;18;41;NA;NA;NA;NA;NA;77;51;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;141;148;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
28221672;Can Braden Score Predict Outcomes for Hospitalized Heart Failure Patients?;Bandle;0;0;2012;2013;2017;642;NA;NA;NA;NA;NA;NA;1;104;16.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;4.4000000000000004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;642;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61.8;NA;NA;NA;NA;NA;NA;NA;59.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;36.6;NA;NA;NA;NA;NA;NA;29.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
29148301;Provider Connectedness to Other Providers Reduces Risk of Readmission After Hospitalization for Heart Failure;Geva;0;1;2008;2011;2017;1347;NA;NA;NA;NA;NA;NA;1;333;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1347;333;1014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;54.9;53.1;NA;NA;NA;NA;NA;NA;NA;59;NA;60;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;91;85;NA;NA;NA;NA;NA;57;40;NA;NA;NA;NA;NA;32;16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
23801998;A Comparison of Traditional and Novel Definitions (RIFLE. AKIN. and KDIGO) of Acute Kidney Injury for the Prediction of Outcomes in Acute Decompensated Heart Failure;Roy;0;0;2002;2009;2013;637;244;391;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18;7.3;5;1.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31;12.6;21;5.4;NA;NA;NA;NA;NA;NA;NA;NA;635;244;391;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;64.599999999999994;64;65;NA;NA;NA;NA;453;71.099999999999994;175;71.7;280;71.599999999999994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.7;30.5;19.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;46.3;58;46.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;25;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;;;
